trivial Name;Gattungsname;Artname;Autor;Status RL NDS;Stadium;Anzahl;Datum;Kommentar;Flur Bezeichnung;Breitengrad;Längengrad
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;05.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;05.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;05.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;23;05.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;26;05.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Karden-Sonneneule;Heliothis;viriplaca;HUFNAGEL, 1766;M;Imago;1;05.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;5;05.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;1;05.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;3;09.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;18;09.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;10;09.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;09.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;09.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;3;09.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;26;09.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;1;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;2;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;8;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;1;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braunbinden-Wellstriemenspanner;Scotopteryx;chenopodiata;LINNAEUS, 1758;*;Imago;1;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;22;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;26;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;5;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;2;11.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Feuerfalter;Lycaena;phlaeas;LINNAEUS, 1760;*;Imago;1;12.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosses Ochsenauge;Maniola;jurtina;LINNAEUS, 1758;*;Imago;2;12.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;1;12.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;12.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;1;12.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;12.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;3;15.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;16;15.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;15.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Violettroter Kleinspanner;Scopula;rubiginata;HUFNAGEL, 1767;2;Imago;1;15.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Schachbrett;Melanargia;galathea;LINNAEUS, 1758;*;Imago;24;15.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;2;15.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;15.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;28;15.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Goldene Acht;Colias;hyale;LINNAEUS, 1758;V;Imago;2;15.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;22.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;22.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;22.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;22.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;11;22.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;24;22.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;3;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;15;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;3;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;52;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Sechsfleck Widderchen;Zygaena;filipendulae;LINNAEUS, 1758;3;Imago;8;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;2;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;3;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;3;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;2;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;1;25.08.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;05.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Perlmutterfalter;Issoria;lathonia;LINNAEUS, 1758;V;Imago;1;05.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;3;05.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;4;05.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;05.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;5;05.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;8;05.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;20;05.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Ockergelber Blattspanner;Camptogramma;bilineata;LINNAEUS, 1758;*;Imago;1;05.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;2;08.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;10;08.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;3;08.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;22;14.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;5;14.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;1;14.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;4;14.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;5;14.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Distelfalter;Vannessa;cardui;LINNAEUS, 1758;M;Imago;1;14.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;4;14.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;22.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Feuerfalter;Lycaena;phlaeas;LINNAEUS, 1760;*;Imago;1;22.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;6;22.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;22.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;8;22.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Taubenschwaenzchen;Macrpglossum;stellatarum;LINNAEUS, 1758;M;Imago;1;22.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gamma Eule;Autographa;gamma;LINNAEUS, 1758;*;Imago;1;22.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;10;25.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;25.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;25.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;25.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;10;25.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;7;28.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Feuerfalter;Lycaena;phlaeas;LINNAEUS, 1760;*;Imago;1;28.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;7;28.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Sonnenroeschen Blaeuling;Aricia;agestis;DENIS & SCHIFFERMÜLLER, 1775;2;Imago;1;28.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;2;28.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;2;28.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;11;28.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;28.09.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;2;10.10.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;6;10.10.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;10.10.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Admiral;Vannessa;atalanta;LINNAEUS, 1758;M;Imago;1;10.10.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;4;10.10.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;10.10.2021;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;1;03.03.2022;;Magerbrachflaeche Schleuse;52299798;9959647
C-Falter;Polygonia;c-album;LINNAEUS, 1758;V;Imago;1;22.03.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;4;22.03.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;4;11.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;5;11.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;11.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;2;13.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;9;13.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;13.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;17.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
C-Falter;Polygonia;c-album;LINNAEUS, 1758;V;Imago;1;17.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;1;17.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;15;17.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;6;17.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;1;17.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;2;26.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;26.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;9;26.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;3;26.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;3;26.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;26.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;2;27.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;27.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;4;27.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;3;27.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;3;27.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;27.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;6;27.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;3;29.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;5;29.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;10;29.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;7;29.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;1;29.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;5;29.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;29.04.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;2;02.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;2;02.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;5;02.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;7;02.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Purpurrote Zünsler;Pyrausta;purpuralis;LINNAEUS, 1758;;Imago;1;02.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;3;02.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;02.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;6;02.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;03.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;4;03.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Fuchs;Aglais;urticae;LINNAEUS, 1758;*;Imago;2;03.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;1;03.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;2;03.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;2;03.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;4;03.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;1;05.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;3;05.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;9;05.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;05.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;05.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;15;07.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;5;07.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;4;07.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;1;07.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;2;07.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;1;07.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleiner Kohlweissling;Pieris;rapae;LINNAEUS, 1758;*;Imago;1;07.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;2;07.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;2;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Grosser Kohlweissling;Pieris;brassicae;LINNAEUS, 1758;*;Imago;1;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;1;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;3;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;1;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;14;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;3;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;3;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Zitronenfalter;Gonepteryx;rhamni;LINNAEUS, 1758;*;Imago;2;09.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Braune Tageule;Euclidia;glyphica;LINNAEUS, 1758;*;Imago;5;11.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;1;11.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Tagpfauenauge;Aglais;io;LINNAEUS, 1758;*;Imago;1;11.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gitterspanner;Chiasmia;clathrata;LINNAEUS, 1758;*;Imago;1;11.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;7;11.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Kleines Wiesenvoegelchen;Coenonympha;pamphilus;LINNAEUS, 1758;*;Imago;2;11.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Aurorafalter;Anthocharis;cardamines;LINNAEUS, 1758;*;Imago;2;11.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Hauhechel Blaeuling;Polyommantus;icarus;ROTTEMBURG, 1775;*;Imago;6;11.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Graubinden-Labkrautspanner;Epirrhoe;alternata;MÜLLER, 1764;*;Imago;3;14.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
Gruenader Weissling;Pieris;napi;LINNAEUS, 1758;*;Imago;2;14.05.2022;;Magerbrachflaeche Schleuse;52299798;9959647
